id,scop_code,class,fold,superfamily,family,length
d3rq7a1,d.223.1.2,d,d.223,d.223.1,d.223.1.2,128
d3rq7a2,d.223.1.2,d,d.223,d.223.1,d.223.1.2,87
d5lhxa_,d.223.1.0,d,d.223,d.223.1,d.223.1.0,87
d3g0ma_,d.224.1.1,d,d.224,d.224.1,d.224.1.1,138
d1vqza1,d.224.1.3,d,d.224,d.224.1,d.224.1.3,88
d3a7ra2,d.224.1.3,d,d.224,d.224.1,d.224.1.3,91
d6a6fa1,d.224.1.0,d,d.224,d.224.1,d.224.1.0,133
d7c8na_,d.224.1.0,d,d.224,d.224.1,d.224.1.0,127
d1iwga5,d.225.1.1,d,d.225,d.225.1,d.225.1.1,92
d1iwga6,d.225.1.1,d,d.225,d.225.1,d.225.1.1,88
d1mk0a_,d.226.1.1,d,d.226,d.226.1,d.226.1.1,97
d2opla1,d.227.1.1,d,d.227,d.227.1,d.227.1.1,182
d1lqla_,d.227.1.1,d,d.227,d.227.1,d.227.1.1,141
d1ukka_,d.227.1.1,d,d.227,d.227.1,d.227.1.1,141
d2d7va1,d.227.1.1,d,d.227,d.227.1,d.227.1.1,155
d2pn2a1,d.227.1.1,d,d.227,d.227.1,d.227.1.1,132
d1vlaa1,d.227.1.2,d,d.227,d.227.1,d.227.1.2,138
d3eera_,d.227.1.0,d,d.227,d.227.1,d.227.1.0,140
d3sk7a1,d.228.1.1,d,d.228,d.228.1,d.228.1.1,109
d1wy5a2,d.229.1.1,d,d.229,d.229.1,d.229.1.1,95
d1ni5a4,d.229.1.1,d,d.229,d.229.1,d.229.1.1,88
d1go3e2,d.230.1.1,d,d.230,d.230.1,d.230.1.1,78
d4c2mg1,d.230.1.2,d,d.230,d.230.1,d.230.1.2,113
d2cc6a_,d.230.2.1,d,d.230,d.230.2,d.230.2.1,64
d2yiza_,d.230.2.0,d,d.230,d.230.2,d.230.2.0,68
d2fmaa1,d.230.3.1,d,d.230,d.230.3,d.230.3.1,57
d1xrsb2,d.230.4.1,d,d.230,d.230.4,d.230.4.1,52
d1ybba_,d.230.5.1,d,d.230,d.230.5,d.230.5.1,103
d2jnaa1,d.230.6.1,d,d.230,d.230.6,d.230.6.1,96
d2noca1,d.230.6.1,d,d.230,d.230.6,d.230.6.1,91
d1zhqa1,d.230.7.1,d,d.230,d.230.7,d.230.7.1,56
d3h9va1,d.230.8.1,d,d.230,d.230.8,d.230.8.1,52
d1ocya_,d.231.1.1,d,d.231,d.231.1,d.231.1.1,198
d1oo0a_,d.232.1.1,d,d.232,d.232.1,d.232.1.1,144
d1gpqa_,d.233.1.1,d,d.233,d.233.1,d.233.1.1,127
d4ps6a1,d.233.1.1,d,d.233,d.233.1,d.233.1.1,129
d1o8ra_,d.234.1.1,d,d.234,d.234.1,d.234.1.1,94
d1nyna_,d.235.1.1,d,d.235,d.235.1,d.235.1.1,111
d1t95a2,d.235.1.2,d,d.235,d.235.1,d.235.1.2,76
d1nr3a_,d.236.1.1,d,d.236,d.236.1,d.236.1.1,122
d4ixna2,d.237.1.1,d,d.237,d.237.1,d.237.1.1,95
d1o22a_,d.238.1.1,d,d.238,d.238.1,d.238.1.1,149
d1odha_,d.239.1.1,d,d.239,d.239.1,d.239.1.1,158
d1jx4a1,d.240.1.1,d,d.240,d.240.1,d.240.1.1,101
d1jiha1,d.240.1.1,d,d.240,d.240.1,d.240.1.1,120
d3gv7b2,d.240.1.1,d,d.240,d.240.1,d.240.1.1,115
d1unnc1,d.240.1.1,d,d.240,d.240.1,d.240.1.1,109
d2d74b1,d.241.1.0,d,d.241,d.241.1,d.241.1.0,101
d1p9ya_,d.241.2.1,d,d.241,d.241.2,d.241.2.1,117
d1udxa3,d.242.1.1,d,d.242,d.242.1,d.242.1.1,76
d1v74a_,d.243.1.1,d,d.243,d.243.1,d.243.1.1,107
d2fhzb_,d.243.1.2,d,d.243,d.243.1,d.243.1.2,93
d4p1ma_,d.244.1.0,d,d.244,d.244.1,d.244.1.0,106
d1ss6a1,d.245.1.1,d,d.245,d.245.1,d.245.1.1,100
d1vlra2,d.246.1.1,d,d.246,d.246.1,d.246.1.1,107
d2khla_,d.247.1.1,d,d.247,d.247.1,d.247.1.1,93
d2aexa_,d.248.1.0,d,d.248,d.248.1,d.248.1.0,336
d3i94a_,d.248.2.1,d,d.248,d.248.2,d.248.2.1,243
d1qw2a1,d.249.1.1,d,d.249,d.249.1,d.249.1.1,95
d1v5va2,d.250.1.1,d,d.250,d.250.1,d.250.1.1,310
d1vlya2,d.250.1.1,d,d.250,d.250.1,d.250.1.1,241
d1xzpa3,d.250.1.2,d,d.250,d.250.1,d.250.1.2,117
d1pv5a_,d.251.1.1,d,d.251,d.251.1,d.251.1.1,261
d1xkra_,d.252.1.1,d,d.252,d.252.1,d.252.1.1,205
d1squa_,d.252.1.1,d,d.252,d.252.1,d.252.1.1,152
d1neia_,d.253.1.1,d,d.253,d.253.1,d.253.1.1,60
d2i9fa1,d.254.1.1,d,d.254,d.254.1,d.254.1.1,56
d1p65a_,d.254.1.1,d,d.254,d.254.1,d.254.1.1,57
d6zcoa_,d.254.1.2,d,d.254,d.254.1,d.254.1.2,118
d1r9fa1,d.255.1.1,d,d.255,d.255.1,d.255.1.1,122
d1wvqa_,d.256.1.0,d,d.256,d.256.1,d.256.1.0,163
d1o5ya1,d.257.1.1,d,d.257,d.257.1,d.257.1.1,150
d1um0a_,d.258.1.1,d,d.258,d.258.1,d.258.1.1,365
d1mw5a1,d.259.1.1,d,d.259,d.259.1,d.259.1.1,154
d6lpha_,d.260.1.0,d,d.260,d.260.1,d.260.1.0,244
d4dwra1,d.261.1.1,d,d.261,d.261.1,d.261.1.1,480
d1pc6a_,d.262.1.1,d,d.262,d.262.1,d.262.1.1,141
d1n6za_,d.263.1.1,d,d.263,d.263.1,d.263.1.1,105
d1v33a_,d.264.1.1,d,d.264,d.264.1,d.264.1.1,346
d1zt2a1,d.264.1.1,d,d.264,d.264.1,d.264.1.1,327
d1ro2a_,d.264.1.2,d,d.264,d.264.1,d.264.1.2,210
d2atza1,d.264.1.3,d,d.264,d.264.1,d.264.1.3,176
d1dj0a_,d.265.1.1,d,d.265,d.265.1,d.265.1.1,264
d1k8wa5,d.265.1.2,d,d.265,d.265.1,d.265.1.2,241
d1v9fa_,d.265.1.3,d,d.265,d.265.1,d.265.1.3,250
d1kska4,d.265.1.3,d,d.265,d.265.1,d.265.1.3,172
d1sb7a1,d.265.1.4,d,d.265,d.265.1,d.265.1.4,341
d1pu1a_,d.266.1.1,d,d.266,d.266.1,d.266.1.1,91
d2ffma_,d.267.1.1,d,d.267,d.267.1,d.267.1.1,83
d1vk1a_,d.268.1.2,d,d.268,d.268.1,d.268.1.2,232
d2hwja1,d.268.1.3,d,d.268,d.268.1,d.268.1.3,201
d1xw3a1,d.268.1.4,d,d.268,d.268.1,d.268.1.4,106
d6sdka1,d.268.1.0,d,d.268,d.268.1,d.268.1.0,96
d1v30a1,d.269.1.1,d,d.269,d.269.1,d.269.1.1,110
d3juba_,d.269.1.1,d,d.269,d.269.1,d.269.1.1,150
d1sr9a3,d.270.1.1,d,d.270,d.270.1,d.270.1.1,152
d1sf8a1,d.271.1.1,d,d.271,d.271.1,d.271.1.1,114
d4wiqa2,d.272.1.1,d,d.272,d.272.1,d.272.1.1,125
d1vmha_,d.273.1.1,d,d.273,d.273.1,d.273.1.1,129
d2pk8a_,d.274.1.1,d,d.274,d.274.1,d.274.1.1,94
d2gzta_,d.275.1.1,d,d.275,d.275.1,d.275.1.1,147
d1ryla_,d.276.1.1,d,d.276,d.276.1,d.276.1.1,164
d1r7la1,d.277.1.1,d,d.277,d.277.1,d.277.1.1,96
d1u55a_,d.278.1.1,d,d.278,d.278.1,d.278.1.1,188
d2j3wb1,d.278.1.2,d,d.278,d.278.1,d.278.1.2,168
d1sz7a_,d.278.1.2,d,d.278,d.278.1,d.278.1.2,159
d2osoa2,d.278.1.3,d,d.278,d.278.1,d.278.1.3,158
d1t07a1,d.279.1.1,d,d.279,d.279.1,d.279.1.1,79
d3t2ca_,d.280.1.1,d,d.280,d.280.1,d.280.1.1,389
d2z48a3,d.281.1.1,d,d.281,d.281.1,d.281.1.1,149
d1tlja_,d.282.1.1,d,d.282,d.282.1,d.282.1.1,189
d5njcb_,d.283.1.0,d,d.283,d.283.1,d.283.1.0,443
d1t3ta3,d.284.1.2,d,d.284,d.284.1,d.284.1.2,152
d2zw2a_,d.284.1.0,d,d.284,d.284.1,d.284.1.0,85
d1i3ja_,d.285.1.1,d,d.285,d.285.1,d.285.1.1,96
d1u3em2,d.285.1.1,d,d.285,d.285.1,d.285.1.1,69
d2aefa2,d.286.1.1,d,d.286,d.286.1,d.286.1.1,92
d2ih2a2,d.287.1.1,d,d.287,d.287.1,d.287.1.1,170
d1ydxa1,d.287.1.2,d,d.287,d.287.1,d.287.1.2,193
d1yf2a1,d.287.1.2,d,d.287,d.287.1,d.287.1.2,220
d2d9ba1,d.288.1.0,d,d.288,d.288.1,d.288.1.0,96
d2a90a1,d.289.1.1,d,d.289,d.289.1,d.289.1.1,89
d2a90a2,d.289.1.1,d,d.289,d.289.1,d.289.1.1,80
d2rsfa1,d.289.1.1,d,d.289,d.289.1,d.289.1.1,97
d1xcra1,d.290.1.2,d,d.290,d.290.1,d.290.1.2,313
d4bt7a_,d.290.1.0,d,d.290,d.290.1,d.290.1.0,236
d2dt4a_,d.290.1.0,d,d.290,d.290.1,d.290.1.0,143
d3hwua_,d.290.1.0,d,d.290,d.290.1,d.290.1.0,144
d2p6ya1,d.290.1.0,d,d.290,d.290.1,d.290.1.0,130
d1y0na1,d.291.1.1,d,d.291,d.291.1,d.291.1.1,76
d1x9za_,d.292.1.1,d,d.292,d.292.1,d.292.1.1,182
d1vyia_,d.293.1.1,d,d.293,d.293.1,d.293.1.1,111
d2c1wa1,d.294.1.1,d,d.294,d.294.1,d.294.1.1,284
d6wlca2,d.294.1.2,d,d.294,d.294.1,d.294.1.2,156
d3dgpb_,d.295.1.0,d,d.295,d.295.1,d.295.1.0,63
d2a8ea1,d.296.1.1,d,d.296,d.296.1,d.296.1.1,210
d1yb3a1,d.296.1.2,d,d.296,d.296.1,d.296.1.2,166
d2cr9a1,d.297.1.1,d,d.297,d.297.1,d.297.1.1,126
d1wmia1,d.298.1.2,d,d.298,d.298.1,d.298.1.2,88
d4ltta1,d.298.1.2,d,d.298,d.298.1,d.298.1.2,88
d6l8gb_,d.298.1.0,d,d.298,d.298.1,d.298.1.0,87
d3rvca_,d.299.1.1,d,d.299,d.299.1,d.299.1.1,118
d2ftxa1,d.300.1.1,d,d.300,d.300.1,d.300.1.1,89
d2ftxb1,d.300.1.2,d,d.300,d.300.1,d.300.1.2,59
d2qam31,d.301.1.1,d,d.301,d.301.1,d.301.1.1,64
d2j0181,d.301.1.1,d,d.301,d.301.1,d.301.1.1,64
d6xipb_,d.302.1.1,d,d.302,d.302.1,d.302.1.1,115
d2aega1,d.303.1.1,d,d.303,d.303.1,d.303.1.1,243
d2f20a1,d.303.1.1,d,d.303,d.303.1,d.303.1.1,231
d1zn6a1,d.303.1.1,d,d.303,d.303.1,d.303.1.1,218
d2icua_,d.303.1.0,d,d.303,d.303.1,d.303.1.0,220
d1wv8a1,d.304.1.1,d,d.304,d.304.1,d.304.1.1,71
d2dsya1,d.304.1.2,d,d.304,d.304.1,d.304.1.2,80
d2ayua1,d.305.1.1,d,d.305,d.305.1,d.305.1.1,301
d7mtoa1,d.305.1.1,d,d.305,d.305.1,d.305.1.1,203
d2odka1,d.306.1.1,d,d.306,d.306.1,d.306.1.1,51
d3d55a_,d.306.1.0,d,d.306,d.306.1,d.306.1.0,68
d3iam5_,d.307.1.1,d,d.307,d.307.1,d.307.1.1,196
d1vbka2,d.308.1.1,d,d.308,d.308.1,d.308.1.1,175
d1rkia1,d.308.1.2,d,d.308,d.308.1,d.308.1.2,98
d2dira1,d.308.1.3,d,d.308,d.308.1,d.308.1.3,85
d1vaja1,d.309.1.1,d,d.309,d.309.1,d.309.1.1,203
d2ew0a1,d.310.1.1,d,d.310,d.310.1,d.310.1.1,175
d2gs5a1,d.310.1.1,d,d.310,d.310.1,d.310.1.1,193
d2fhza1,d.311.1.1,d,d.311,d.311.1,d.311.1.1,83
d1vr8a1,d.312.1.1,d,d.312,d.312.1,d.312.1.1,130
d1zdya_,d.313.1.1,d,d.313,d.313.1,d.313.1.1,301
d2ccqa1,d.314.1.1,d,d.314,d.314.1,d.314.1.1,99
d2eyqa6,d.315.1.1,d,d.315,d.315.1,d.315.1.1,158
d2ogfa1,d.316.1.0,d,d.316,d.316.1,d.316.1.0,119
d2ffga1,d.317.1.1,d,d.317,d.317.1,d.317.1.1,78
d3jcla1,d.318.1.1,d,d.318,d.318.1,d.318.1.1,249
d7eama_,d.318.1.1,d,d.318,d.318.1,d.318.1.1,204
d1wnaa_,d.319.1.1,d,d.319,d.319.1,d.319.1.1,127
d2fb5a1,d.320.1.1,d,d.320,d.320.1,d.320.1.1,201
d2j6ba1,d.321.1.1,d,d.321,d.321.1,d.321.1.1,109
d2hw4a1,d.322.1.1,d,d.322,d.322.1,d.322.1.1,118
d2o8ra2,d.322.1.2,d,d.322,d.322.1,d.322.1.2,205
d3fz2a1,d.323.1.1,d,d.323,d.323.1,d.323.1.1,131
d2gjva1,d.323.1.2,d,d.323,d.323.1,d.323.1.2,134
d3lmna_,d.324.1.1,d,d.324,d.324.1,d.324.1.1,132
d2qamz1,d.325.1.1,d,d.325,d.325.1,d.325.1.1,77
d2j0111,d.325.1.1,d,d.325,d.325.1,d.325.1.1,89
d2j0141,d.325.1.2,d,d.325,d.325.1,d.325.1.2,50
d2nlva1,d.326.1.1,d,d.326,d.326.1,d.326.1.1,111
d4n7ta2,d.327.1.1,d,d.327,d.327.1,d.327.1.1,119
d2bbha1,d.328.1.1,d,d.328,d.328.1,d.328.1.1,232
d1zd0a1,d.329.1.1,d,d.329,d.329.1,d.329.1.1,138
d2i4f1_,d.330.1.1,d,d.330,d.330.1,d.330.1.1,100
d2auwa2,d.331.1.1,d,d.331,d.331.1,d.331.1.1,84
d3ieza_,d.332.1.1,d,d.332,d.332.1,d.332.1.1,94
d5m1ea2,d.333.1.0,d,d.333,d.333.1,d.333.1.0,167
d2gp4a2,d.334.1.1,d,d.334,d.334.1,d.334.1.1,418
d1zata2,d.335.1.1,d,d.335,d.335.1,d.335.1.1,122
d2b3wa1,d.336.1.1,d,d.336,d.336.1,d.336.1.1,160
d2fdoa1,d.337.1.1,d,d.337,d.337.1,d.337.1.1,92
d1zhxa2,d.338.1.1,d,d.338,d.338.1,d.338.1.1,433
d1z1aa1,d.339.1.1,d,d.339,d.339.1,d.339.1.1,128
d2phna_,d.340.1.1,d,d.340,d.340.1,d.340.1.1,248
d2c1ia2,d.341.1.1,d,d.341,d.341.1,d.341.1.1,222
d2hq4a1,d.342.1.1,d,d.342,d.342.1,d.342.1.1,152
d2i1sa1,d.343.1.1,d,d.343,d.343.1,d.343.1.1,185
d2hjqa2,d.344.1.1,d,d.344,d.344.1,d.344.1.1,49
d2outa2,d.344.1.1,d,d.344,d.344.1,d.344.1.1,67
d2q9qb2,d.344.1.3,d,d.344,d.344.1,d.344.1.3,57
d2q9qd2,d.344.1.4,d,d.344,d.344.1,d.344.1.4,86
d2q9qa2,d.344.1.0,d,d.344,d.344.1,d.344.1.0,61
d2fzpa1,d.345.1.1,d,d.345,d.345.1,d.345.1.1,125
d7eq4a1,d.346.1.1,d,d.346,d.346.1,d.346.1.1,115
d3c8wa1,d.347.1.1,d,d.347,d.347.1,d.347.1.1,250
d3cmba1,d.347.1.1,d,d.347,d.347.1,d.347.1.1,264
d3bida1,d.348.1.1,d,d.348,d.348.1,d.348.1.1,56
d2k49a1,d.348.1.1,d,d.348,d.348.1,d.348.1.1,52
d2jova1,d.349.1.1,d,d.349,d.349.1,d.349.1.1,77
d2h7aa1,d.350.1.1,d,d.350,d.350.1,d.350.1.1,108
d2gkpa1,d.351.1.1,d,d.351,d.351.1,d.351.1.1,164
d2hc5a1,d.352.1.1,d,d.352,d.352.1,d.352.1.1,108
d2v8qb1,d.353.1.1,d,d.353,d.353.1,d.353.1.1,83
d2gpia1,d.354.1.1,d,d.354,d.354.1,d.354.1.1,90
d2jxta1,d.355.1.1,d,d.355,d.355.1,d.355.1.1,78
d2hiya1,d.356.1.1,d,d.356,d.356.1,d.356.1.1,180
d2hpua1,d.357.1.1,d,d.357,d.357.1,d.357.1.1,126
d3f0pa2,d.357.1.2,d,d.357,d.357.1,d.357.1.2,128
d2hh8a1,d.358.1.1,d,d.358,d.358.1,d.358.1.1,127
d2ia1a1,d.359.1.1,d,d.359,d.359.1,d.359.1.1,165
d2guka1,d.360.1.1,d,d.360,d.360.1,d.360.1.1,111
d5d9ac1,d.361.1.1,d,d.361,d.361.1,d.361.1.1,70
d2vy6a2,d.361.1.0,d,d.361,d.361.1,d.361.1.0,56
d2oa5a2,d.362.1.1,d,d.362,d.362.1,d.362.1.1,97
d2o5ha1,d.363.1.1,d,d.363,d.363.1,d.363.1.1,131
d2hg6a1,d.364.1.1,d,d.364,d.364.1,d.364.1.1,106
d2q22a1,d.365.1.1,d,d.365,d.365.1,d.365.1.1,131
d2i9xa1,d.366.1.1,d,d.366,d.366.1,d.366.1.1,84
d2jlia_,d.367.1.0,d,d.367,d.367.1,d.367.1.0,100
d2h4oa1,d.368.1.1,d,d.368,d.368.1,d.368.1.1,62
d2paga1,d.369.1.1,d,d.369,d.369.1,d.369.1.1,135
d2prva1,d.369.1.1,d,d.369,d.369.1,d.369.1.1,152
d3e9va1,d.370.1.1,d,d.370,d.370.1,d.370.1.1,120
d2joea1,d.371.1.1,d,d.371,d.371.1,d.371.1.1,130
d2dsma1,d.372.1.1,d,d.372,d.372.1,d.372.1.1,64
d2ia7a1,d.373.1.1,d,d.373,d.373.1,d.373.1.1,111
d2dbsa1,d.374.1.1,d,d.374,d.374.1,d.374.1.1,80
d2hfqa1,d.375.1.1,d,d.375,d.375.1,d.375.1.1,85
d2iaya1,d.376.1.1,d,d.376,d.376.1,d.376.1.1,113
d1zela2,d.377.1.1,d,d.377,d.377.1,d.377.1.1,212
d2fqma1,d.378.1.1,d,d.378,d.378.1,d.378.1.1,65
d2nxpa1,d.379.1.1,d,d.379,d.379.1,d.379.1.1,149
d2pw4a_,d.380.1.1,d,d.380,d.380.1,d.380.1.1,184
d2r31a2,d.381.1.1,d,d.381,d.381.1,d.381.1.1,235
d2pifa1,d.382.1.1,d,d.382,d.382.1,d.382.1.1,256
d2p3pa1,d.383.1.1,d,d.383,d.383.1,d.383.1.1,197
d2b5lc_,d.384.1.1,d,d.384,d.384.1,d.384.1.1,207
d3nuhb2,d.385.1.1,d,d.385,d.385.1,d.385.1.1,171
d3awub_,d.386.1.1,d,d.386,d.386.1,d.386.1.1,84
d4emta1,d.387.1.1,d,d.387,d.387.1,d.387.1.1,183
d3fkea_,d.388.1.1,d,d.388,d.388.1,d.388.1.1,123
d4gq4a1,d.389.1.1,d,d.389,d.389.1,d.389.1.1,209
d2vz8a5,d.390.1.1,d,d.390,d.390.1,d.390.1.1,79
d2hg4a4,d.390.1.1,d,d.390,d.390.1,d.390.1.1,84
d2mhja1,d.391.1.1,d,d.391,d.391.1,d.391.1.1,80
d2qdfa1,d.391.1.1,d,d.391,d.391.1,d.391.1.1,71
d2qdfa2,d.391.1.1,d,d.391,d.391.1,d.391.1.1,83
d4xgab1,d.391.1.0,d,d.391,d.391.1,d.391.1.0,91
d4xgab2,d.391.1.0,d,d.391,d.391.1,d.391.1.0,83
d3luua_,d.392.1.1,d,d.392,d.392.1,d.392.1.1,99
d3n6wa1,d.392.1.1,d,d.392,d.392.1,d.392.1.1,95
d4ogca3,d.393.1.1,d,d.393,d.393.1,d.393.1.1,215
d5axwa3,d.393.1.1,d,d.393,d.393.1,d.393.1.1,389
d4oo8a3,d.393.1.1,d,d.393,d.393.1,d.393.1.1,655
d3jb9a5,d.394.1.1,d,d.394,d.394.1,d.394.1.1,651
d5gmkf_,d.395.1.1,d,d.395,d.395.1,d.395.1.1,115
d2vy8a_,d.396.1.1,d,d.396,d.396.1,d.396.1.1,157
d5d9ac2,d.396.1.1,d,d.396,d.396.1,d.396.1.1,144
d5wopa_,d.397.1.1,d,d.397,d.397.1,d.397.1.1,159
d5d9ac3,d.397.1.1,d,d.397,d.397.1,d.397.1.1,166
d5id6a2,d.398.1.1,d,d.398,d.398.1,d.398.1.1,126
d4qb0a_,d.399.1.1,d,d.399,d.399.1,d.399.1.1,95
d5bq9a2,d.400.1.1,d,d.400,d.400.1,d.400.1.1,134
d4qqwa4,d.401.1.1,d,d.401,d.401.1,d.401.1.1,122
d6ifka5,d.402.1.1,d,d.402,d.402.1,d.402.1.1,84
d4uw2a5,d.402.1.1,d,d.402,d.402.1,d.402.1.1,73
d4zh7a2,d.403.1.1,d,d.403,d.403.1,d.403.1.1,81
d2oaya1,e.1.1.0,e,e.1,e.1.1,e.1.1.0,372
d2pefa_,e.1.1.0,e,e.1,e.1.1,e.1.1.0,373
d2i06a_,e.2.1.1,e,e.2,e.2.1,e.2.1.1,305
d2dcfa1,e.3.1.1,e,e.3,e.3.1,e.3.1.1,388
d1l7ua_,e.3.1.1,e,e.3,e.3.1,e.3.1.1,263
d3beca2,e.3.1.1,e,e.3,e.3.1,e.3.1.1,259
d2v2ff_,e.3.1.1,e,e.3,e.3.1,e.3.1.1,384
d4bl3a3,e.3.1.1,e,e.3,e.3.1,e.3.1.1,338
d1yqsa_,e.3.1.1,e,e.3,e.3.1,e.3.1.1,345
d1u60a_,e.3.1.2,e,e.3,e.3.1,e.3.1.2,309
d3a3da1,e.3.1.3,e,e.3,e.3.1,e.3.1.3,452
d4jf5a_,e.3.1.0,e,e.3,e.3.1,e.3.1.0,242
d6fm7a_,e.3.1.0,e,e.3,e.3.1,e.3.1.0,356
d6hr4a2,e.3.1.0,e,e.3,e.3.1,e.3.1.0,342
d1gwea_,e.5.1.1,e,e.5,e.5.1,e.5.1.1,498
d1u5ua_,e.5.1.2,e,e.5,e.5.1,e.5.1.2,366
d1u8va2,e.6.1.1,e,e.6,e.6.1,e.6.1.1,275
d2c0ua2,e.6.1.1,e,e.6,e.6.1,e.6.1.1,259
d2ddha3,e.6.1.2,e,e.6,e.6.1,e.6.1.2,267
d4hr3a1,e.6.1.0,e,e.6,e.6.1,e.6.1.0,251
d3sf6a1,e.6.1.0,e,e.6,e.6.1,e.6.1.0,234
d5zw7a1,e.6.1.0,e,e.6,e.6.1,e.6.1.0,230
d1ka1a_,e.7.1.1,e,e.7,e.7.1,e.7.1.1,354
d1vdwa_,e.7.1.1,e,e.7,e.7.1,e.7.1.1,253
d1nuwa_,e.7.1.1,e,e.7,e.7.1,e.7.1.1,328
d1inpa_,e.7.1.1,e,e.7,e.7.1,e.7.1.1,400
d2bjia_,e.7.1.1,e,e.7,e.7.1,e.7.1.1,275
d3biga_,e.7.1.2,e,e.7,e.7.1,e.7.1.2,324
d3ncia2,e.8.1.1,e,e.8,e.8.1,e.8.1.1,528
d1q8ia2,e.8.1.1,e,e.8,e.8.1,e.8.1.1,394
d2py5a2,e.8.1.1,e,e.8,e.8.1,e.8.1.1,388
d1x9ma2,e.8.1.1,e,e.8,e.8.1,e.8.1.1,494
d4dqqa2,e.8.1.1,e,e.8,e.8.1,e.8.1.1,408
d1mmla_,e.8.1.2,e,e.8,e.8.1,e.8.1.2,251
d4i7ga1,e.8.1.2,e,e.8,e.8.1,e.8.1.2,431
d1mswd_,e.8.1.3,e,e.8,e.8.1,e.8.1.3,882
d1u09a1,e.8.1.4,e,e.8,e.8.1,e.8.1.4,470
d3tyqa_,e.8.1.4,e,e.8,e.8.1,e.8.1.4,568
d3bsoa_,e.8.1.4,e,e.8,e.8.1,e.8.1.4,484
d2cjqa_,e.8.1.4,e,e.8,e.8.1,e.8.1.4,582
d1hhsa_,e.8.1.6,e,e.8,e.8.1,e.8.1.6,664
d1jx4a2,e.8.1.7,e,e.8,e.8.1,e.8.1.7,240
d1jiha2,e.8.1.7,e,e.8,e.8.1,e.8.1.7,389
d1t94a2,e.8.1.7,e,e.8,e.8.1,e.8.1.7,333
d4i43b4,e.8.1.8,e,e.8,e.8.1,e.8.1.8,768
d4wsbb_,e.8.1.9,e,e.8,e.8.1,e.8.1.9,754
d3zeda_,e.8.1.0,e,e.8,e.8.1,e.8.1.0,766
d1mw9x_,e.10.1.1,e,e.10,e.10.1,e.10.1.1,591
d1bjta_,e.11.1.1,e,e.11,e.11.1,e.11.1.1,760
d3ku8a_,e.11.1.1,e,e.11,e.11.1,e.11.1.1,135
d3ilwa_,e.11.1.0,e,e.11,e.11.1,e.11.1.0,464
d1d3ya_,e.12.1.1,e,e.12,e.12.1,e.12.1.1,298
d1dd9a_,e.13.1.1,e,e.13,e.13.1,e.13.1.1,314
d1nuia1,e.13.1.2,e,e.13,e.13.1,e.13.1.2,192
d1oisa_,e.15.1.1,e,e.15,e.15.1,e.15.1.1,223
d6bb9a1,e.17.1.1,e,e.17,e.17.1,e.17.1.1,269
d1wrva_,e.17.1.0,e,e.17,e.17.1,e.17.1.0,305
d4u9hl_,e.18.1.1,e,e.18,e.18.1,e.18.1.1,533
d5odqf_,e.18.1.0,e,e.18,e.18.1,e.18.1.0,447
d6zk94_,e.18.1.0,e,e.18,e.18.1,e.18.1.0,386
d4u9hs_,e.19.1.1,e,e.19,e.19.1,e.19.1.1,265
d3iam6_,e.19.1.2,e,e.19,e.19.1,e.19.1.2,161
d1sg6a_,e.22.1.1,e,e.22,e.22.1,e.22.1.1,389
d1jq5a_,e.22.1.2,e,e.22,e.22.1,e.22.1.2,366
d5br4a1,e.22.1.2,e,e.22,e.22.1,e.22.1.2,383
d1nnma_,e.23.1.1,e,e.23,e.23.1,e.23.1.1,643
d2d1sa_,e.23.1.1,e,e.23,e.23.1,e.23.1.1,539
d3o83a_,e.23.1.0,e,e.23,e.23.1,e.23.1.0,435
d3fcea_,e.23.1.0,e,e.23,e.23.1,e.23.1.0,504
d5upta1,e.23.1.0,e,e.23,e.23.1,e.23.1.0,512
d1ad2a_,e.24.1.1,e,e.24,e.24.1,e.24.1.1,224
d3c98a_,e.25.1.1,e,e.25,e.25.1,e.25.1.1,589
d1gnla_,e.26.1.1,e,e.26,e.26.1,e.26.1.1,543
d2yivx_,e.26.1.2,e,e.26,e.26.1,e.26.1.2,635
d3i01m_,e.26.1.3,e,e.26,e.26.1,e.26.1.3,728
d1h5wa_,e.27.1.1,e,e.27,e.27.1,e.27.1.1,269
d2btva_,e.28.1.1,e,e.28,e.28.1,e.28.1.1,845
d1uf2a_,e.28.1.2,e,e.28,e.28.1,e.28.1.2,967
d1io1a_,e.32.1.1,e,e.32,e.32.1,e.32.1.1,395
d1knza_,e.34.1.1,e,e.34,e.34.1,e.34.1.1,157
d1kyqa2,e.37.1.1,e,e.37,e.37.1,e.37.1.1,123
d6pr1a2,e.37.1.0,e,e.37,e.37.1,e.37.1.0,102
d1gqea_,e.38.1.1,e,e.38,e.38.1,e.38.1.1,362
d1lfpa_,e.39.1.1,e,e.39,e.39.1,e.39.1.1,243
d1ldja3,e.40.1.1,e,e.40,e.40.1,e.40.1.1,276
d1k8ta_,e.41.1.1,e,e.41,e.41.1,e.41.1.1,509
d1m1ca_,e.42.1.1,e,e.42,e.42.1,e.42.1.1,651
d3aa0a_,e.43.1.1,e,e.43,e.43.1,e.43.1.1,270
d3aa7b_,e.43.1.2,e,e.43,e.43.1,e.43.1.2,243
d5muxa_,e.44.1.1,e,e.44,e.44.1,e.44.1.1,469
d1nh1a_,e.45.1.1,e,e.45,e.45.1,e.45.1.1,290
